battery_id,cycle,voltage,temperature,capacity,soh,rul
SYN0015,29,3.7032,22.04,2.0051,0.9947,24
SYN0015,30,3.6821,22.42,1.9747,0.9796,23
SYN0015,31,3.6918,22.67,1.9691,0.9769,22
SYN0015,32,3.7023,21.88,1.9765,0.9805,21
SYN0015,33,3.6992,22.42,1.982,0.9833,20
SYN0015,34,3.6911,23.12,1.9839,0.9842,19
SYN0015,35,3.6823,23.32,1.978,0.9813,18
SYN0015,36,3.6972,22.56,1.983,0.9837,17
SYN0015,37,3.6891,23.53,1.9658,0.9752,16
SYN0015,38,3.7019,24.1,1.992,0.9882,15
SYN0015,39,3.6944,23.79,1.9756,0.9801,14
SYN0015,40,3.7018,23.65,1.9867,0.9856,13
SYN0015,41,3.6834,23.39,1.9779,0.9812,12
SYN0015,42,3.7019,23.4,1.978,0.9813,11
SYN0015,43,3.6908,23.08,1.9781,0.9813,10
SYN0015,44,3.7089,23.78,1.9759,0.9802,9
SYN0015,45,3.6815,24.43,1.9768,0.9807,8
SYN0015,46,3.7075,23.64,1.9828,0.9836,7
SYN0015,47,3.6885,24.56,1.9703,0.9775,6
SYN0015,48,3.6812,24.83,1.9745,0.9795,5
SYN0015,49,3.6802,25.49,1.9654,0.975,4
SYN0015,50,3.6861,25.9,1.9798,0.9822,3
SYN0015,51,3.6869,25.77,1.9575,0.9711,2
SYN0015,52,3.695,26.24,1.9815,0.983,1
SYN0015,53,3.6782,32.0,1.9619,0.9733,0
SYN0016,1,3.7061,28.84,1.9048,1.0,5
SYN0016,2,3.6908,28.8,1.908,1.0017,4
SYN0016,3,3.6984,28.67,1.908,1.0017,3
SYN0016,4,3.6819,29.14,1.9003,0.9976,2
SYN0016,5,3.7004,28.67,1.8936,0.9941,1
SYN0016,6,3.7022,29.38,1.8914,0.9929,0
SYN0017,1,3.7105,40.86,2.1154,1.0,4
SYN0017,2,3.7197,40.34,2.1255,1.0048,3
SYN0017,3,3.6865,40.27,2.0839,0.9851,2
SYN0017,4,3.6978,40.49,2.0696,0.9784,1
SYN0017,5,3.6884,40.25,2.0758,0.9813,0
SYN0018,1,3.7092,16.36,1.8075,1.0,137
SYN0018,2,3.6856,15.79,1.8115,1.0022,136
SYN0018,3,3.691,16.38,1.8102,1.0015,135
SYN0018,4,3.7028,16.06,1.7876,0.989,134
SYN0018,5,3.6915,16.83,1.8115,1.0022,133
SYN0018,6,3.6985,17.23,1.8096,1.0012,132
SYN0018,7,3.6994,16.78,1.7891,0.9898,131
SYN0018,8,3.6865,15.8,1.7959,0.9936,130
SYN0018,9,3.6967,16.7,1.7944,0.9928,129
SYN0018,10,3.6808,15.87,1.7899,0.9903,128
SYN0018,11,3.6849,16.31,1.7802,0.9849,127
SYN0018,12,3.693,16.29,1.7767,0.983,126
SYN0018,13,3.675,16.8,1.7802,0.9849,125
SYN0018,14,3.6981,17.18,1.7886,0.9895,124
SYN0018,15,3.6908,17.47,1.7805,0.9851,123
SYN0018,16,3.693,17.46,1.7699,0.9792,122
SYN0018,17,3.6924,18.04,1.7778,0.9836,121
SYN0018,18,3.6921,17.23,1.7426,0.9641,120
SYN0018,19,3.6909,16.67,1.7765,0.9828,119
SYN0018,20,3.6759,17.06,1.7479,0.967,118
SYN0018,21,3.6848,16.67,1.758,0.9726,117
SYN0018,22,3.6859,16.83,1.7487,0.9675,116
SYN0018,23,3.6797,16.78,1.7448,0.9653,115
SYN0018,24,3.6862,16.84,1.7646,0.9763,114
SYN0018,25,3.673,16.69,1.7475,0.9668,113
SYN0018,26,3.6751,17.18,1.7525,0.9695,112
SYN0018,27,3.6657,16.84,1.7465,0.9662,111
SYN0018,28,3.698,17.25,1.7489,0.9675,110
SYN0018,29,3.6661,16.79,1.7428,0.9642,109
SYN0018,30,3.6667,16.29,1.7281,0.9561,108
SYN0018,31,3.6725,15.54,1.7464,0.9662,107
SYN0018,32,3.6834,14.92,1.7305,0.9574,106
SYN0018,33,3.6675,14.16,1.7185,0.9507,105
SYN0018,34,3.6855,14.23,1.7263,0.9551,104
SYN0018,35,3.6713,14.76,1.7414,0.9634,103
SYN0018,36,3.6781,14.13,1.7331,0.9588,102
SYN0018,37,3.6625,13.56,1.7199,0.9515,101
SYN0018,38,3.6916,13.53,1.7175,0.9502,100
SYN0018,39,3.6575,13.98,1.7153,0.949,99
SYN0018,40,3.6789,14.93,1.7347,0.9597,98
SYN0018,41,3.6763,14.98,1.7169,0.9499,97
SYN0018,42,3.6734,14.54,1.715,0.9488,96
SYN0018,43,3.6684,13.75,1.718,0.9505,95
SYN0018,44,3.6658,13.13,1.7085,0.9452,94
SYN0018,45,3.6653,12.59,1.7016,0.9414,93
SYN0018,46,3.6627,11.95,1.6997,0.9404,92
SYN0018,47,3.6734,10.98,1.6985,0.9397,91
SYN0018,48,3.6852,11.04,1.6964,0.9385,90
SYN0018,49,3.659,10.59,1.7009,0.941,89
SYN0018,50,3.6481,11.54,1.6924,0.9363,88
SYN0018,51,3.6622,11.65,1.6962,0.9384,87
SYN0018,52,3.6856,12.04,1.6864,0.933,86
SYN0018,53,3.6515,11.3,1.6855,0.9325,85
SYN0018,54,3.6688,12.03,1.6643,0.9208,84
SYN0018,55,3.6772,12.01,1.6883,0.934,83
SYN0018,56,3.6524,12.76,1.6807,0.9299,82
SYN0018,57,3.6648,12.91,1.6842,0.9318,81
SYN0018,58,3.6629,12.85,1.6466,0.911,80
SYN0018,59,3.657,12.73,1.6893,0.9346,79
SYN0018,60,3.6512,12.1,1.6668,0.9221,78
SYN0018,61,3.6504,11.2,1.6757,0.9271,77
SYN0018,62,3.6388,12.08,1.6538,0.915,76
SYN0018,63,3.6467,12.04,1.6664,0.9219,75
SYN0018,64,3.6351,12.68,1.6489,0.9123,74
SYN0018,65,3.6482,12.48,1.6504,0.9131,73
SYN0018,66,3.647,11.63,1.671,0.9245,72
SYN0018,67,3.6499,11.89,1.6496,0.9126,71
SYN0018,68,3.6324,11.0,1.6509,0.9133,70
SYN0018,69,3.6525,10.3,1.6544,0.9153,69
SYN0018,70,3.6556,10.42,1.6486,0.9121,68
SYN0018,71,3.6255,10.03,1.6431,0.909,67
SYN0018,72,3.649,11.02,1.6427,0.9088,66
SYN0018,73,3.6629,10.25,1.6587,0.9177,65
SYN0018,74,3.6303,10.78,1.634,0.904,64
SYN0018,75,3.6591,10.99,1.634,0.904,63
SYN0018,76,3.6483,11.58,1.6393,0.9069,62
SYN0018,77,3.6365,11.03,1.6374,0.9059,61
SYN0018,78,3.6424,11.07,1.6358,0.905,60
SYN0018,79,3.6461,10.97,1.6284,0.9009,59
SYN0018,80,3.6351,10.86,1.6099,0.8906,58
SYN0018,81,3.6473,11.58,1.6326,0.9032,57
SYN0018,82,3.6236,12.56,1.6051,0.888,56
SYN0018,83,3.638,12.17,1.6158,0.8939,55
SYN0018,84,3.6182,12.41,1.6038,0.8873,54
SYN0018,85,3.6326,12.63,1.6077,0.8894,53
SYN0018,86,3.625,13.11,1.6089,0.8901,52
SYN0018,87,3.6259,14.01,1.6064,0.8887,51
SYN0018,88,3.6451,13.42,1.6049,0.8879,50
SYN0018,89,3.6464,12.84,1.6133,0.8926,49
SYN0018,90,3.6373,13.17,1.6004,0.8854,48
SYN0018,91,3.6174,12.48,1.5917,0.8806,47
SYN0018,92,3.628,11.83,1.6003,0.8853,46
SYN0018,93,3.6432,10.98,1.5999,0.8851,45
SYN0018,94,3.6244,9.98,1.5756,0.8717,44
SYN0018,95,3.6509,9.88,1.5898,0.8795,43
SYN0018,96,3.6312,10.07,1.5883,0.8787,42
SYN0018,97,3.6254,9.65,1.5769,0.8724,41
SYN0018,98,3.6246,9.12,1.5896,0.8795,40
SYN0018,99,3.6236,9.53,1.5734,0.8705,39
SYN0018,100,3.6208,9.94,1.5735,0.8706,38
SYN0018,101,3.6277,9.84,1.5684,0.8677,37
SYN0018,102,3.63,10.22,1.5678,0.8674,36
SYN0018,103,3.6084,11.07,1.5553,0.8605,35
SYN0018,104,3.6011,11.64,1.5498,0.8574,34
SYN0018,105,3.6044,11.89,1.5749,0.8713,33
SYN0018,106,3.6197,12.22,1.5504,0.8577,32
SYN0018,107,3.6024,13.08,1.5467,0.8557,31
SYN0018,108,3.5876,12.93,1.5338,0.8486,30
SYN0018,109,3.6168,13.02,1.5451,0.8548,29
SYN0018,110,3.635,13.32,1.5365,0.8501,28
SYN0018,111,3.6181,14.13,1.561,0.8636,27
SYN0018,112,3.6239,14.79,1.5529,0.8591,26
SYN0018,113,3.6104,13.93,1.5351,0.8493,25
SYN0018,114,3.6166,13.26,1.5593,0.8627,24
SYN0018,115,3.6222,12.88,1.5454,0.855,23
SYN0018,116,3.6054,13.38,1.5312,0.8471,22
SYN0018,117,3.6036,13.51,1.5091,0.8349,21
SYN0018,118,3.6178,13.09,1.5501,0.8576,20
SYN0018,119,3.596,12.34,1.5144,0.8378,19
SYN0018,120,3.6111,12.72,1.5097,0.8352,18
SYN0018,121,3.6066,13.12,1.5315,0.8473,17
SYN0018,122,3.6043,14.0,1.5419,0.8531,16
SYN0018,123,3.6132,14.0,1.53,0.8464,15
SYN0018,124,3.5956,13.99,1.5201,0.841,14
SYN0018,125,3.6042,13.15,1.518,0.8398,13
SYN0018,126,3.6038,12.23,1.518,0.8398,12
SYN0018,127,3.6137,12.1,1.5147,0.838,11
SYN0018,128,3.6053,11.74,1.508,0.8343,10
SYN0018,129,3.599,11.24,1.504,0.8321,9
SYN0018,130,3.6061,10.42,1.5001,0.8299,8
SYN0018,131,3.609,11.35,1.4915,0.8251,7
SYN0018,132,3.6013,12.02,1.4934,0.8262,6
SYN0018,133,3.5908,12.17,1.4782,0.8178,5
SYN0018,134,3.5816,13.07,1.4902,0.8245,4
SYN0018,135,3.5806,14.07,1.4798,0.8187,3
SYN0018,136,3.587,14.41,1.4763,0.8168,2
SYN0018,137,3.587,13.95,1.4856,0.8219,1
SYN0018,138,3.5941,13.03,1.4942,0.8266,0
SYN0019,1,3.6956,32.8,2.0959,1.0,158
SYN0019,2,3.7066,33.63,2.0937,0.9989,157
SYN0019,3,3.6918,33.0,2.0802,0.9925,156
SYN0019,4,3.7124,33.17,2.0789,0.9919,155
SYN0019,5,3.6878,33.44,2.0673,0.9863,154
SYN0019,6,3.6859,33.42,2.0387,0.9727,153
SYN0019,7,3.694,32.6,2.0424,0.9745,152
SYN0019,8,3.6708,32.3,2.0436,0.975,151
SYN0019,9,3.6622,31.97,2.0252,0.9663,150
SYN0019,10,3.6679,32.31,2.0371,0.9719,149
SYN0019,11,3.6965,33.02,2.0397,0.9732,148
SYN0019,12,3.6754,32.68,2.0292,0.9682,147
SYN0019,13,3.7001,33.07,2.007,0.9576,146
SYN0019,14,3.672,32.65,2.0177,0.9627,145
SYN0019,15,3.6734,33.54,1.9965,0.9525,144
SYN0019,16,3.6834,34.16,1.9842,0.9467,143
SYN0019,17,3.6852,34.26,1.9741,0.9419,142
SYN0019,18,3.6846,34.17,1.9702,0.94,141
SYN0019,19,3.6738,33.8,1.9621,0.9362,140
SYN0019,20,3.6716,33.45,1.9608,0.9355,139
SYN0019,21,3.6652,34.39,1.9535,0.9321,138
SYN0019,22,3.6645,34.2,1.9447,0.9278,137
SYN0019,23,3.6504,34.23,1.9421,0.9266,136
SYN0019,24,3.648,35.2,1.9428,0.927,135
SYN0019,25,3.6534,35.52,1.9331,0.9223,134
SYN0019,26,3.6423,35.6,1.9004,0.9067,133
SYN0019,27,3.6342,35.43,1.882,0.8979,132
SYN0019,28,3.6542,34.81,1.9114,0.912,131
SYN0019,29,3.6478,34.53,1.8801,0.897,130
SYN0019,30,3.6405,35.04,1.8849,0.8993,129
SYN0019,31,3.6495,35.29,1.8678,0.8912,128
SYN0019,32,3.6193,35.81,1.854,0.8846,127
SYN0019,33,3.6338,35.22,1.8714,0.8929,126
SYN0019,34,3.6272,35.32,1.8666,0.8906,125
SYN0019,35,3.6096,36.17,1.8453,0.8804,124
SYN0019,36,3.6193,36.05,1.817,0.8669,123
SYN0019,37,3.623,36.45,1.8313,0.8737,122
SYN0019,38,3.6402,35.69,1.834,0.875,121
SYN0019,39,3.6236,36.64,1.8072,0.8622,120
SYN0019,40,3.61,36.85,1.8175,0.8671,119
SYN0019,41,3.6362,36.33,1.8082,0.8627,118
SYN0019,42,3.6296,35.65,1.8073,0.8623,117
SYN0019,43,3.6198,35.75,1.7953,0.8566,116
SYN0019,44,3.6063,35.85,1.7766,0.8476,115
SYN0019,45,3.6035,35.04,1.7922,0.8551,114
SYN0019,46,3.6032,36.03,1.7708,0.8449,113
SYN0019,47,3.6162,36.85,1.765,0.8421,112
SYN0019,48,3.6193,36.77,1.7483,0.8342,111
SYN0019,49,3.6153,36.01,1.7463,0.8332,110
SYN0019,50,3.5916,36.67,1.7345,0.8276,109
SYN0019,51,3.5854,36.67,1.7348,0.8277,108
SYN0019,52,3.6016,37.1,1.7474,0.8337,107
SYN0019,53,3.5712,37.12,1.7078,0.8148,106
SYN0019,54,3.5894,36.67,1.6981,0.8102,105
SYN0019,55,3.5919,37.34,1.7234,0.8223,104
SYN0019,56,3.5816,38.3,1.6985,0.8104,103
SYN0019,57,3.5669,37.79,1.6865,0.8047,102
SYN0019,58,3.591,37.89,1.6973,0.8098,101
SYN0019,59,3.5736,37.65,1.6729,0.7981,100
SYN0019,60,3.5725,38.5,1.6912,0.8069,99
SYN0019,61,3.5499,38.52,1.672,0.7977,98
SYN0019,62,3.5728,39.27,1.6526,0.7885,97
SYN0019,63,3.5967,40.0,1.6732,0.7983,96
SYN0019,64,3.5852,39.55,1.637,0.781,95
SYN0019,65,3.5661,40.13,1.644,0.7844,94
SYN0019,66,3.5612,39.96,1.6322,0.7787,93
SYN0019,67,3.5729,40.83,1.6355,0.7803,92
SYN0019,68,3.5569,40.85,1.6311,0.7782,91
SYN0019,69,3.5633,41.49,1.6078,0.7671,90
SYN0019,70,3.5635,41.05,1.5924,0.7598,89
SYN0019,71,3.5697,40.65,1.598,0.7624,88
SYN0019,72,3.551,40.83,1.5788,0.7533,87
SYN0019,73,3.556,41.82,1.6,0.7634,86
SYN0019,74,3.5415,41.8,1.573,0.7505,85
SYN0019,75,3.5385,41.1,1.5606,0.7446,84
SYN0019,76,3.5441,41.18,1.5592,0.7439,83
SYN0019,77,3.5434,40.87,1.5359,0.7328,82
SYN0019,78,3.5479,40.97,1.5327,0.7313,81
SYN0019,79,3.5352,41.06,1.5484,0.7387,80
SYN0019,80,3.5505,40.97,1.5217,0.726,79
SYN0019,81,3.5297,40.61,1.5104,0.7206,78
SYN0019,82,3.5349,39.99,1.5199,0.7251,77
SYN0019,83,3.5275,40.38,1.5195,0.725,76
SYN0019,84,3.5073,40.53,1.5074,0.7192,75
SYN0019,85,3.5392,40.0,1.5032,0.7172,74
SYN0019,86,3.5303,40.55,1.4776,0.705,73
SYN0019,87,3.5161,39.63,1.4634,0.6982,72
SYN0019,88,3.5263,40.12,1.487,0.7094,71
SYN0019,89,3.5233,40.53,1.4606,0.6969,70
SYN0019,90,3.5007,41.16,1.4542,0.6938,69
SYN0019,91,3.5137,40.93,1.4636,0.6983,68
SYN0019,92,3.5226,41.26,1.4483,0.691,67
SYN0019,93,3.4997,41.9,1.4401,0.6871,66
SYN0019,94,3.5183,42.86,1.4509,0.6922,65
SYN0019,95,3.4913,42.85,1.4142,0.6747,64
SYN0019,96,3.5122,41.92,1.4235,0.6792,63
SYN0019,97,3.5025,41.93,1.4072,0.6714,62
SYN0019,98,3.4853,42.11,1.4023,0.669,61
SYN0019,99,3.5148,42.85,1.4083,0.6719,60
SYN0019,100,3.4907,43.6,1.3904,0.6634,59
SYN0019,101,3.488,43.48,1.3836,0.6601,58
SYN0019,102,3.4976,43.53,1.382,0.6594,57
SYN0019,103,3.5007,43.44,1.3597,0.6487,56
SYN0019,104,3.4756,43.89,1.3476,0.6429,55
SYN0019,105,3.4837,43.71,1.3382,0.6385,54
SYN0019,106,3.4826,44.02,1.3214,0.6304,53
SYN0019,107,3.4952,43.33,1.3565,0.6472,52
SYN0019,108,3.4785,43.27,1.3161,0.6279,51
SYN0019,109,3.4737,44.2,1.3182,0.6289,50
SYN0019,110,3.4669,43.88,1.3104,0.6252,49
SYN0019,111,3.4757,44.27,1.3094,0.6247,48
SYN0019,112,3.4636,44.57,1.3076,0.6239,47
SYN0019,113,3.4432,45.27,1.3009,0.6207,46
SYN0019,114,3.4704,45.97,1.2785,0.61,45
SYN0019,115,3.4742,46.69,1.2757,0.6087,44
SYN0019,116,3.4409,46.45,1.2733,0.6075,43
SYN0019,117,3.4507,46.09,1.2605,0.6014,42
SYN0019,118,3.4706,46.52,1.2728,0.6073,41
SYN0019,119,3.4795,47.04,1.2539,0.5983,40
SYN0019,120,3.4578,47.79,1.2493,0.5961,39
SYN0019,121,3.4481,46.86,1.2414,0.5923,38
SYN0019,122,3.453,46.0,1.2396,0.5914,37
SYN0019,123,3.4636,46.26,1.222,0.583,36
SYN0019,124,3.4369,47.1,1.1993,0.5722,35
SYN0019,125,3.4384,48.09,1.2099,0.5773,34
SYN0019,126,3.4363,48.59,1.1917,0.5686,33
SYN0019,127,3.4299,48.46,1.1858,0.5658,32
SYN0019,128,3.442,47.65,1.1904,0.5679,31
SYN0019,129,3.4569,47.92,1.19,0.5678,30
SYN0019,130,3.4382,48.67,1.1701,0.5583,29
SYN0019,131,3.4312,48.55,1.1659,0.5563,28
SYN0019,132,3.433,48.94,1.1734,0.5598,27
SYN0019,133,3.4138,49.75,1.1509,0.5491,26
SYN0019,134,3.4433,48.84,1.1685,0.5575,25
SYN0019,135,3.4255,49.43,1.1399,0.5439,24
SYN0019,136,3.4155,49.02,1.1083,0.5288,23
SYN0019,137,3.4547,48.77,1.1276,0.538,22
SYN0019,138,3.4226,48.06,1.1165,0.5327,21
SYN0019,139,3.4128,48.12,1.1188,0.5338,20
SYN0019,140,3.4121,48.25,1.1052,0.5273,19
SYN0019,141,3.4234,48.84,1.0895,0.5198,18
SYN0019,142,3.4077,48.18,1.0709,0.5109,17
SYN0019,143,3.3932,47.34,1.0744,0.5126,16
SYN0019,144,3.4128,48.08,1.0605,0.506,15
SYN0019,145,3.3957,48.32,1.0561,0.5039,14
SYN0019,146,3.4225,47.8,1.0613,0.5063,13
SYN0019,147,3.4158,48.63,1.0654,0.5083,12
SYN0019,148,3.3946,47.91,1.0449,0.4985,11
SYN0019,149,3.4051,47.83,1.021,0.4871,10
SYN0019,150,3.3958,47.34,1.031,0.4919,9
SYN0019,151,3.4039,46.85,1.0318,0.4923,8
SYN0019,152,3.3927,45.87,1.0056,0.4798,7
SYN0019,153,3.3788,46.48,1.0034,0.4788,6
SYN0019,154,3.3792,47.28,0.9978,0.4761,5
SYN0019,155,3.3915,47.64,0.9822,0.4686,4
SYN0019,156,3.3801,46.95,0.9901,0.4724,3
SYN0019,157,3.375,46.84,0.9749,0.4651,2
SYN0019,158,3.3691,46.53,0.9734,0.4644,1
SYN0019,159,3.3769,46.7,0.9525,0.4544,0
SYN0020,1,3.7059,18.75,2.0556,1.0,51
SYN0020,2,3.6876,19.44,2.0295,0.9873,50
SYN0020,3,3.7022,18.84,2.0332,0.9891,49
SYN0020,4,3.682,18.61,2.0399,0.9924,48
SYN0020,5,3.69,18.58,2.0171,0.9813,47
SYN0020,6,3.7075,18.05,2.015,0.9803,46
SYN0020,7,3.6714,18.2,1.9919,0.969,45
SYN0020,8,3.6769,18.35,1.9997,0.9728,44
SYN0020,9,3.6848,19.33,1.9858,0.9661,43
SYN0020,10,3.6828,18.92,1.9903,0.9683,42
SYN0020,11,3.6829,19.88,1.9849,0.9656,41
SYN0020,12,3.6863,20.19,1.9918,0.969,40
SYN0020,13,3.6795,19.74,1.9636,0.9552,39
SYN0020,14,3.6813,19.88,1.9534,0.9503,38
SYN0020,15,3.6717,20.25,1.9445,0.946,37
SYN0020,16,3.6613,20.74,1.9314,0.9396,36
SYN0020,17,3.6703,19.83,1.9309,0.9394,35
SYN0020,18,3.6785,20.05,1.9169,0.9325,34
SYN0020,19,3.6574,20.04,1.9141,0.9312,33
SYN0020,20,3.6502,20.85,1.9184,0.9333,32
SYN0020,21,3.6619,20.42,1.887,0.918,31
SYN0020,22,3.6538,21.02,1.9015,0.925,30
SYN0020,23,3.6316,21.23,1.8958,0.9223,29
SYN0020,24,3.6553,20.94,1.8735,0.9114,28
SYN0020,25,3.6333,21.21,1.8454,0.8977,27
SYN0020,26,3.6401,21.45,1.8534,0.9016,26
SYN0020,27,3.6478,21.81,1.8654,0.9075,25
SYN0020,28,3.6402,22.25,1.8443,0.8972,24
SYN0020,29,3.6403,22.57,1.8268,0.8887,23
SYN0020,30,3.6281,23.25,1.8243,0.8875,22
SYN0020,31,3.6395,23.5,1.8306,0.8905,21
SYN0020,32,3.6287,24.31,1.82,0.8854,20
SYN0020,33,3.6341,24.6,1.8044,0.8778,19
SYN0020,34,3.6303,24.22,1.7956,0.8735,18
SYN0020,35,3.6125,24.1,1.7878,0.8697,17
SYN0020,36,3.6289,24.26,1.7748,0.8634,16
SYN0020,37,3.6181,24.72,1.7933,0.8724,15
SYN0020,38,3.6235,23.9,1.7659,0.8591,14
SYN0020,39,3.6215,23.49,1.7742,0.8631,13
SYN0020,40,3.635,23.99,1.7698,0.861,12
SYN0020,41,3.6106,23.34,1.7568,0.8547,11
SYN0020,42,3.6028,22.61,1.7346,0.8439,10
SYN0020,43,3.6064,22.68,1.7357,0.8444,9
SYN0020,44,3.6001,23.63,1.7237,0.8386,8
SYN0020,45,3.6063,23.69,1.7072,0.8305,7
SYN0020,46,3.5836,24.52,1.7122,0.833,6
SYN0020,47,3.5825,25.18,1.6892,0.8218,5
SYN0020,48,3.5873,24.69,1.706,0.83,4
SYN0020,49,3.6003,25.34,1.6815,0.818,3
SYN0020,50,3.6077,25.3,1.6808,0.8177,2
SYN0020,51,3.5876,25.92,1.6741,0.8144,1
SYN0020,52,3.3387,26.41,1.661,0.8081,0
